Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Brand (product.metafields.custom.brand),Color (product.metafields.custom.color),InBox (product.metafields.custom.inbox),Model (product.metafields.custom.model),Region (product.metafields.custom.region),Sim (product.metafields.custom.sim),Storage (product.metafields.custom.storage),Warranty (product.metafields.custom.warranty),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
samsung-galaxy-a07-4g-8gb-ram-256gb-green-non-eu,Samsung Galaxy A07 4G - 8GB RAM / 256GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-256GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_36c456bf-e002-49a2-b926-6b0153a89e1a.jpg?v=1765961670,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-8gb-ram-256gb-black-non-eu,Samsung Galaxy A07 4G - 8GB RAM / 256GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_80c1c42e-ac3e-4989-bc01-f33d6339c648.jpg?v=1765961670,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-6gb-ram-128gb-violet-non-eu,Samsung Galaxy A07 4G - 6GB RAM / 128GB - Violet (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-6-128VLT,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray3.jpg?v=1765961669,1,"",false,,,Samsung,Violet,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-6gb-ram-128gb-green-non-eu,Samsung Galaxy A07 4G - 6GB RAM / 128GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-6-128GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_36c456bf-e002-49a2-b926-6b0153a89e1a.jpg?v=1765961670,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-6gb-ram-128gb-black-non-eu,Samsung Galaxy A07 4G - 6GB RAM / 128GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-6-128BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_80c1c42e-ac3e-4989-bc01-f33d6339c648.jpg?v=1765961670,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-4gb-ram-64gb-violet-non-eu,Samsung Galaxy A07 4G - 4GB RAM / 64GB - Violet (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-64VLT,0.0,shopify,0,deny,manual,63.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray3.jpg?v=1765961669,1,"",false,,,Samsung,Violet,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-4gb-ram-64gb-green-non-eu,Samsung Galaxy A07 4G - 4GB RAM / 64GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-64GRN,0.0,shopify,100,deny,manual,63.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_36c456bf-e002-49a2-b926-6b0153a89e1a.jpg?v=1765961670,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-4gb-ram-64gb-black-non-eu,Samsung Galaxy A07 4G - 4GB RAM / 64GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-64BLK,0.0,shopify,570,deny,manual,63.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_80c1c42e-ac3e-4989-bc01-f33d6339c648.jpg?v=1765961670,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-4gb-ram-128gb-violet-non-eu,Samsung Galaxy A07 4G - 4GB RAM / 128GB - Violet (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-128VLT,0.0,shopify,0,deny,manual,71.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray3.jpg?v=1765961669,1,"",false,,,Samsung,Violet,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-4gb-ram-128gb-green-non-eu,Samsung Galaxy A07 4G - 4GB RAM / 128GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-128GRN,0.0,shopify,0,deny,manual,71.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_36c456bf-e002-49a2-b926-6b0153a89e1a.jpg?v=1765961670,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a07-4g-4gb-ram-128gb-black-non-eu,Samsung Galaxy A07 4G - 4GB RAM / 128GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A075-128BLK,0.0,shopify,0,deny,manual,71.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_80c1c42e-ac3e-4989-bc01-f33d6339c648.jpg?v=1765961670,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A07,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-5g-4gb-ram-64gb-green-non-eu,Samsung Galaxy A06 5G - 4GB RAM / 64GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A066-64GRN,0.0,shopify,0,deny,manual,62.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_ed6bfb77-9ee6-4f5b-a9fb-85a6c7f485fc.jpg?v=1765961295,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-5g-4gb-ram-64gb-gray-non-eu,Samsung Galaxy A06 5G - 4GB RAM / 64GB - Gray (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A066-64GRY,0.0,shopify,0,deny,manual,62.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray_51bcb544-b134-45ff-afd0-6c8835c75c95.jpg?v=1765961295,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-5g-4gb-ram-64gb-black-non-eu,Samsung Galaxy A06 5G - 4GB RAM / 64GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A066-64BLK,0.0,shopify,0,deny,manual,62.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_08cc30f7-5769-403c-bd74-285137f64061.jpg?v=1765961295,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-5g-4gb-ram-128gb-green-non-eu,Samsung Galaxy A06 5G - 4GB RAM / 128GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A066-128GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_ed6bfb77-9ee6-4f5b-a9fb-85a6c7f485fc.jpg?v=1765961295,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-5g-4gb-ram-128gb-gray-non-eu,Samsung Galaxy A06 5G - 4GB RAM / 128GB - Gray (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A066-128GRY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray_51bcb544-b134-45ff-afd0-6c8835c75c95.jpg?v=1765961295,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-5g-4gb-ram-128gb-black-non-eu,Samsung Galaxy A06 5G - 4GB RAM / 128GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A066-128BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_08cc30f7-5769-403c-bd74-285137f64061.jpg?v=1765961295,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-6gb-ram-128gb-lte-gold-non-eu,Samsung Galaxy A06 4G Dual Sim - 6GB RAM / 128GB LTE - Gold (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A0656-128GLD,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gold_781fc7e6-e8f4-4160-9489-e5ceb828b2e0.jpg?v=1765961295,1,"",false,,,Samsung,Gold,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-6gb-ram-128gb-lte-blue-non-eu,Samsung Galaxy A06 4G Dual Sim - 6GB RAM / 128GB LTE - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A0656-128BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_dbfb2802-ddfc-492d-8e28-ec6c0f75040a.jpg?v=1765961295,1,"",false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-6gb-ram-128gb-lte-black-non-eu,Samsung Galaxy A06 4G Dual Sim - 6GB RAM / 128GB LTE - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A0656-128BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_08cc30f7-5769-403c-bd74-285137f64061.jpg?v=1765961295,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-64gb-lte-light-blue-non-eu,Samsung Galaxy A06 4G Dual Sim - 64GB LTE - Light Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-64LBL,0.0,shopify,170,deny,manual,61.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_dbfb2802-ddfc-492d-8e28-ec6c0f75040a.jpg?v=1765961295,1,"",false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-64gb-lte-green-non-eu,Samsung Galaxy A06 4G Dual Sim - 64GB LTE - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-64GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_ed6bfb77-9ee6-4f5b-a9fb-85a6c7f485fc.jpg?v=1765961295,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-64gb-lte-gold-non-eu,Samsung Galaxy A06 4G Dual Sim - 64GB LTE - Gold (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-64GLD,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gold_781fc7e6-e8f4-4160-9489-e5ceb828b2e0.jpg?v=1765961295,1,"",false,,,Samsung,Gold,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-64gb-lte-black-non-eu,Samsung Galaxy A06 4G Dual Sim - 64GB LTE - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-64BLK,0.0,shopify,240,deny,manual,61.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_08cc30f7-5769-403c-bd74-285137f64061.jpg?v=1765961295,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-128gb-lte-light-blue-non-eu,Samsung Galaxy A06 4G Dual Sim - 128GB LTE - Light Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-128LBL,0.0,shopify,165,deny,manual,69.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_dbfb2802-ddfc-492d-8e28-ec6c0f75040a.jpg?v=1765961295,1,"",false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-128gb-lte-green-non-eu,Samsung Galaxy A06 4G Dual Sim - 128GB LTE - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-128GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Green_ed6bfb77-9ee6-4f5b-a9fb-85a6c7f485fc.jpg?v=1765961295,1,"",false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-128gb-lte-gray-non-eu,Samsung Galaxy A06 4G Dual Sim - 128GB LTE - Gray (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-128GRY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray_51bcb544-b134-45ff-afd0-6c8835c75c95.jpg?v=1765961295,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-128gb-lte-gold-non-eu,Samsung Galaxy A06 4G Dual Sim - 128GB LTE - Gold (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-128GLD,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gold_781fc7e6-e8f4-4160-9489-e5ceb828b2e0.jpg?v=1765961295,1,"",false,,,Samsung,Gold,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-128gb-lte-blue-non-eu,Samsung Galaxy A06 4G Dual Sim - 128GB LTE - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-128BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_dbfb2802-ddfc-492d-8e28-ec6c0f75040a.jpg?v=1765961295,1,"",false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a06-4g-dual-sim-128gb-lte-black-non-eu,Samsung Galaxy A06 4G Dual Sim - 128GB LTE - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A065-128BLK,0.0,shopify,514,deny,manual,69.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_08cc30f7-5769-403c-bd74-285137f64061.jpg?v=1765961295,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A06,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a05-4gb-ram-64gb-silver-non-eu,Samsung Galaxy A05 - 4GB RAM / 64GB - Silver (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A05-64SIL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Silver,"In Box: Smartphone
Data Cable
Documentation",Galaxy A05,Non-Eu,,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a05-4gb-ram-64gb-green-non-eu,Samsung Galaxy A05 - 4GB RAM / 64GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A05-64GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Green,"In Box: Smartphone
Data Cable
Documentation",Galaxy A05,Non-Eu,,64GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a05-4gb-ram-64gb-black-non-eu,Samsung Galaxy A05 - 4GB RAM / 64GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A05-64BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A05,Non-Eu,,64GB,Warranty: No Warranty,,,,,,kg,,,active
redmi-note-12-pro-5g-8gb-ram-256gb-rom-polar-white,Redmi Note 12 Pro+ 5G 8GB RAM 256GB ROM - Polar White,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6941812714157,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,White,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi Note 12 Pro 5G,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
galaxy-s25-ultra-s938-5g-12gb-ram-1tb-titamium-grey,Galaxy S25 Ultra S938 5G - 12GB RAM / 1TB - Titamium Grey,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095859743,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy S25 Ultra,Eu,,1TB,Warranty: Factory Warranty,,,,,,kg,,,active
apple-iphone-se-2022-64gb-rood,Apple iPhone SE (2022) - 64GB - Rood,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Apple, Mobile Phone",true,Title,Default Title,,,,,,,,'0194253013778,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/813x1200_1.jpg?v=1765875846,1,"",false,,,Apple,Red,"In Box: iPhone
USB‑C Charge Cable (1 m)
Documentation",iPhone SE (2022),Eu,Sim: Physical Sim + Esim,64GB,Warranty: 1 Year Global Warranty,,,,,,kg,,,active
apple-iphone-se-2022-256gb-zwart,Apple iPhone SE (2022) - 256GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Apple, Mobile Phone",true,Title,Default Title,,,,,,,,'0194253014935,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/813x1200.jpg?v=1765875845,1,"",false,,,Apple,Black,"In Box: iPhone
USB‑C Charge Cable (1 m)
Documentation",iPhone SE (2022),Eu,Sim: Physical Sim + Esim,256GB,Warranty: 1 Year Global Warranty,,,,,,kg,,,active
apple-iphone-se-2022-256gb-wit,Apple iPhone SE (2022) - 256GB - White,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Apple, Mobile Phone",true,Title,Default Title,,,,,,,,'0194253015222,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/820x1200.jpg?v=1765875846,1,"",false,,,Apple,White,"In Box: iPhone
USB‑C Charge Cable (1 m)
Documentation",iPhone SE (2022),Eu,Sim: Physical Sim + Esim,256GB,Warranty: 1 Year Global Warranty,,,,,,kg,,,active
apple-iphone-se-2022-128gb-rood,Apple iPhone SE (2022) - 128GB - Rood,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Apple, Mobile Phone",true,Title,Default Title,,,,,,,,'0194253014645,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/813x1200_1.jpg?v=1765875846,1,"",false,,,Apple,Red,"In Box: iPhone
USB‑C Charge Cable (1 m)
Documentation",iPhone SE (2022),Eu,Sim: Physical Sim + Esim,128GB,Warranty: 1 Year Global Warranty,,,,,,kg,,,active
apple-iphone-se-128gb-zilver,Apple iPhone SE - 128GB - Silver,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Apple, Mobile Phone",true,Title,Default Title,,,,,,,,'0190198295187,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Apple,Silver,"In Box: iPhone
USB‑C Charge Cable (1 m)
Documentation",iPhone SE (2022),Eu,Sim: Physical Sim + Esim,128GB,Warranty: 1 Year Global Warranty,,,,,,kg,,,active
apple-iphone-17-pro-max-256gb-silver,Apple iPhone 17 Pro Max - 256GB - Silver,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Apple, Mobile Phone",true,Title,Default Title,,,,,,,,'0195950638899,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/971x1200.jpg?v=1765874846,1,"",false,,,Apple,Silver,"In Box: iPhone
USB‑C Charge Cable (1 m)
Documentation",iPhone 17 Pro Max,Eu,Sim: Physical Sim + Esim,256GB,Warranty: 1 Year Global Warranty,,,,,,kg,,,active
